Configuration,Project,Constraint ID,HIT@01?,HIT@05?,HIT@10?,HIT@15?,HIT@20?,Method Rank,Recall,Number Method Results,Data Set,Reciprocal Rank
OPERANDS,swarm-2.8.11,SWA-6,0,0,0,0,0,251,1,321,CDS,0.00398406374502
OPERANDS,swarm-2.8.11,SWA-7,0,0,0,0,0,21,1,688,CDS,0.047619047619048
OPERANDS,swarm-2.8.11,SWA-8,0,0,0,0,0,24,1,317,CDS,0.041666666666667
OPERANDS,swarm-2.8.11,SWA-9,0,0,0,0,0,260,1,645,CDS,0.003846153846154
OPERANDS,swarm-2.8.11,SWA-10,0,0,0,0,0,436,1,611,CDS,0.002293577981651
OPERANDS,swarm-2.8.11,SWA-11,0,0,0,0,0,21,1,688,CDS,0.047619047619048
OPERANDS,swarm-2.8.11,SWA-12,0,0,0,0,0,26,1,317,CDS,0.038461538461539
OPERANDS,swarm-2.8.11,SWA-13,0,0,0,0,0,35,1,288,CDS,0.028571428571429
OPERANDS,swarm-2.8.11,SWA-14,0,0,0,0,0,26,1,346,CDS,0.038461538461539
OPERANDS,swarm-2.8.11,SWA-15,0,0,0,0,0,,0,123,CDS,0
OPERANDS,swarm-2.8.11,SWA-16,0,1,1,1,1,3,1,318,CDS,0.333333333333333
OPERANDS,swarm-2.8.11,SWA-17,0,0,0,0,1,20,1,316,CDS,0.05
OPERANDS,swarm-2.8.11,SWA-18,1,1,1,1,1,1,1,17,CDS,1
OPERANDS,swarm-2.8.11,SWA-19,0,0,1,1,1,7,1,237,CDS,0.142857142857143
OPERANDS,swarm-2.8.11,SWA-20,0,0,0,1,1,14,1,316,CDS,0.071428571428572
OPERANDS,swarm-2.8.11,SWA-21,0,0,0,0,0,37,1,1092,CDS,0.027027027027027
OPERANDS,swarm-2.8.11,SWA-22,0,0,0,0,0,117,1,259,CDS,0.008547008547009
OPERANDS,swarm-2.8.11,SWA-23,0,0,0,0,0,,0,1089,CDS,0
OPERANDS,swarm-2.8.11,SWA-24,0,1,1,1,1,3,1,927,CDS,0.333333333333333
OPERANDS,swarm-2.8.11,SWA-25,0,1,1,1,1,3,1,242,CDS,0.333333333333333
OPERANDS,jedit-5.6pre0,JED-1,0,0,0,0,0,255,1,376,CDS,0.003921568627451
OPERANDS,jedit-5.6pre0,JED-2,0,0,0,0,0,,0,174,CDS,0
OPERANDS,jedit-5.6pre0,JED-3,0,0,0,0,0,51,1,538,CDS,0.019607843137255
OPERANDS,jedit-5.6pre0,JED-4,0,0,0,0,0,1346,1,1595,CDS,0.00074294205052
OPERANDS,jedit-5.6pre0,JED-5,0,0,0,0,0,97,1,1370,CDS,0.010309278350516
OPERANDS,jedit-5.6pre0,JED-6,0,0,0,0,0,,0,1634,CDS,0
OPERANDS,jedit-5.6pre0,JED-7,0,0,0,0,0,56,1,2156,CDS,0.017857142857143
OPERANDS,jedit-5.6pre0,JED-8,0,0,1,1,1,9,1,468,CDS,0.111111111111111
OPERANDS,jedit-5.6pre0,JED-9,0,0,1,1,1,7,1,615,CDS,0.142857142857143
OPERANDS,jedit-5.6pre0,JED-10,0,0,0,0,0,,0,1365,CDS,0
OPERANDS,jedit-5.6pre0,JED-11,0,0,0,0,0,247,1,1049,CDS,0.004048582995951
OPERANDS,jedit-5.6pre0,JED-12,0,0,0,0,0,169,1,2029,CDS,0.005917159763314
OPERANDS,jedit-5.6pre0,JED-13,0,0,0,0,0,305,1,1217,CDS,0.00327868852459
OPERANDS,jedit-5.6pre0,JED-14,0,0,0,0,0,446,1,1595,CDS,0.002242152466368
OPERANDS,jedit-5.6pre0,JED-15,0,0,1,1,1,9,1,983,CDS,0.111111111111111
OPERANDS,jedit-5.6pre0,JED-16,1,1,1,1,1,1,1,1482,CDS,1
OPERANDS,jedit-5.6pre0,JED-17,0,0,0,0,0,71,1,1365,CDS,0.014084507042254
OPERANDS,jedit-5.6pre0,JED-18,0,0,0,1,1,13,1,2178,CDS,0.076923076923077
OPERANDS,jedit-5.6pre0,JED-19,0,1,1,1,1,4,1,1748,CDS,0.25
OPERANDS,jedit-5.6pre0,JED-20,0,1,1,1,1,3,1,2545,CDS,0.333333333333333
OPERANDS,jedit-5.6pre0,JED-21,0,0,0,0,0,413,1,918,CDS,0.002421307506053
OPERANDS,jedit-5.6pre0,JED-22,0,0,1,1,1,7,1,1595,CDS,0.142857142857143
OPERANDS,jedit-5.6pre0,JED-23,0,0,0,0,0,,0,2360,CDS,0
OPERANDS,jedit-5.6pre0,JED-24,0,0,1,1,1,10,1,1443,CDS,0.1
OPERANDS,jedit-5.6pre0,JED-25,0,0,1,1,1,10,1,1443,CDS,0.1
OPERANDS,jedit-5.6pre0,JED-26,0,0,0,1,1,13,1,1890,CDS,0.076923076923077
OPERANDS,jedit-5.6pre0,JED-27,0,0,0,0,0,206,1,1626,CDS,0.004854368932039
OPERANDS,jedit-5.6pre0,JED-28,0,0,0,0,0,174,1,1453,CDS,0.005747126436782
OPERANDS,shardingsphere-5.0.0-rc1,SHS-2,1,1,1,1,1,1,1,21,VDS,1
OPERANDS,shardingsphere-5.0.0-rc1,SHS-3,1,1,1,1,1,1,1,217,VDS,1
OPERANDS,shardingsphere-5.0.0-rc1,SHS-4,1,1,1,1,1,1,1,225,VDS,1
OPERANDS,shardingsphere-5.0.0-rc1,SHS-5,1,1,1,1,1,1,1,203,VDS,1
OPERANDS,shardingsphere-5.0.0-rc1,SHS-6,1,1,1,1,1,1,1,504,VDS,1
OPERANDS,shardingsphere-5.0.0-rc1,SHS-10,0,1,1,1,1,3,1,467,VDS,0.333333333333333
OPERANDS,shardingsphere-5.0.0-rc1,SHS-11,1,1,1,1,1,1,1,1380,VDS,1
OPERANDS,shardingsphere-5.0.0-rc1,SHS-12,1,1,1,1,1,1,1,1380,VDS,1
OPERANDS,shardingsphere-5.0.0-rc1,SHS-9,1,1,1,1,1,1,1,72,VDS,1
OPERANDS,shardingsphere-5.0.0-rc1,SHS-7,0,0,1,1,1,7,1,183,VDS,0.142857142857143
OPERANDS,shardingsphere-5.0.0-rc1,SHS-1,1,1,1,1,1,1,1,390,VDS,1
OPERANDS,shardingsphere-5.0.0-rc1,SHS-8,1,1,1,1,1,1,1,1384,VDS,1
OPERANDS,shardingsphere-5.0.0-rc1,SHS-13,0,0,0,1,1,13,1,48,VDS,0.076923076923077
OPERANDS,shardingsphere-5.0.0-rc1,SHS-14,1,1,1,1,1,1,1,115,VDS,1
OPERANDS,argouml-0.35.4,UML-1,0,0,0,0,0,178,1,5704,CDS,0.00561797752809
OPERANDS,argouml-0.35.4,UML-2,0,0,0,0,0,46,1,1223,CDS,0.021739130434783
OPERANDS,argouml-0.35.4,UML-3,0,0,0,0,0,,0,5369,CDS,0
OPERANDS,argouml-0.35.4,UML-4,0,0,0,0,0,2146,1,3425,CDS,0.000465983224604
OPERANDS,argouml-0.35.4,UML-5,0,0,0,1,1,14,1,3690,CDS,0.071428571428572
OPERANDS,argouml-0.35.4,UML-6,0,0,0,1,1,12,1,3590,CDS,0.083333333333333
OPERANDS,argouml-0.35.4,UML-7,0,1,1,1,1,5,1,3700,CDS,0.2
OPERANDS,argouml-0.35.4,UML-8,0,0,1,1,1,6,1,1647,CDS,0.166666666666667
OPERANDS,argouml-0.35.4,UML-9,0,0,0,0,0,671,1,758,CDS,0.001490312965723
OPERANDS,argouml-0.35.4,UML-10,0,0,0,0,0,45,1,1043,CDS,0.022222222222222
OPERANDS,argouml-0.35.4,UML-11,0,0,0,0,0,72,1,1689,CDS,0.013888888888889
OPERANDS,argouml-0.35.4,UML-12,0,0,0,0,0,30,1,922,CDS,0.033333333333333
OPERANDS,argouml-0.35.4,UML-13,0,0,0,0,0,43,1,1599,CDS,0.023255813953488
OPERANDS,argouml-0.35.4,UML-14,0,0,0,0,0,36,1,1563,CDS,0.027777777777778
OPERANDS,argouml-0.35.4,UML-15,0,0,0,0,0,45,1,2238,CDS,0.022222222222222
OPERANDS,argouml-0.35.4,UML-16,0,0,0,0,0,138,1,7068,CDS,0.007246376811594
OPERANDS,argouml-0.35.4,UML-17,0,0,0,1,1,12,1,2375,CDS,0.083333333333333
OPERANDS,argouml-0.35.4,UML-18,0,0,1,1,1,7,1,24,CDS,0.142857142857143
OPERANDS,argouml-0.35.4,UML-19,0,1,1,1,1,4,1,1155,CDS,0.25
OPERANDS,argouml-0.35.4,UML-20,0,0,0,0,0,33,1,1441,CDS,0.03030303030303
OPERANDS,argouml-0.35.4,UML-21,0,0,0,0,1,18,1,2956,CDS,0.055555555555556
OPERANDS,argouml-0.35.4,UML-22,0,1,1,1,1,4,1,1155,CDS,0.25
OPERANDS,rhino-1.6R5,RHI-1,1,1,1,1,1,1,1,344,CDS,1
OPERANDS,rhino-1.6R5,RHI-2,0,0,0,0,0,113,1,253,CDS,0.008849557522124
OPERANDS,rhino-1.6R5,RHI-3,0,1,1,1,1,3,1,1348,CDS,0.333333333333333
OPERANDS,rhino-1.6R5,RHI-4,0,0,0,0,0,97,1,191,CDS,0.010309278350516
OPERANDS,rhino-1.6R5,RHI-5,0,0,0,0,0,207,1,665,CDS,0.004830917874396
OPERANDS,rhino-1.6R5,RHI-6,0,0,0,0,1,18,1,988,CDS,0.055555555555556
OPERANDS,rhino-1.6R5,RHI-7,0,0,0,0,0,40,1,459,CDS,0.025
OPERANDS,rhino-1.6R5,RHI-8,0,0,0,0,0,171,1,452,CDS,0.005847953216374
OPERANDS,rhino-1.6R5,RHI-9,0,0,0,0,0,171,1,452,CDS,0.005847953216374
OPERANDS,rhino-1.6R5,RHI-10,0,0,0,0,0,25,1,434,CDS,0.04
OPERANDS,rhino-1.6R5,RHI-11,0,0,0,0,0,,0,256,CDS,0
OPERANDS,rhino-1.6R5,RHI-12,0,1,1,1,1,3,1,1128,CDS,0.333333333333333
OPERANDS,rhino-1.6R5,RHI-13,0,0,1,1,1,10,1,1128,CDS,0.1
OPERANDS,rhino-1.6R5,RHI-14,0,0,0,0,1,18,1,492,CDS,0.055555555555556
OPERANDS,rhino-1.6R5,RHI-15,0,1,1,1,1,2,1,422,CDS,0.5
OPERANDS,rhino-1.6R5,RHI-16,1,1,1,1,1,1,1,604,CDS,1
OPERANDS,rhino-1.6R5,RHI-17,0,0,1,1,1,10,1,598,CDS,0.1
OPERANDS,rhino-1.6R5,RHI-18,0,0,0,1,1,15,1,691,CDS,0.066666666666667
OPERANDS,rhino-1.6R5,RHI-19,0,0,0,0,0,31,1,573,CDS,0.032258064516129
OPERANDS,rhino-1.6R5,RHI-20,0,1,1,1,1,5,1,1412,CDS,0.2
OPERANDS,rhino-1.6R5,RHI-21,0,0,0,0,0,175,1,1130,CDS,0.005714285714286
OPERANDS,jabref-5.0,JAB-6,0,0,0,0,0,29,1,1422,VDS,0.03448275862069
OPERANDS,jabref-5.0,JAB-13,0,0,0,0,0,,0,379,VDS,0
OPERANDS,jabref-5.0,JAB-14,0,0,0,0,0,121,1,3127,VDS,0.008264462809917
OPERANDS,jabref-5.0,JAB-15,0,0,0,0,0,,0,1710,VDS,0
OPERANDS,jabref-5.0,JAB-16,0,1,1,1,1,3,1,456,VDS,0.333333333333333
OPERANDS,jabref-5.0,JAB-9,0,0,1,1,1,10,1,1356,VDS,0.1
OPERANDS,jabref-5.0,JAB-10,0,0,0,0,0,259,1,372,VDS,0.003861003861004
OPERANDS,jabref-5.0,JAB-11,0,0,0,0,0,54,1,742,VDS,0.018518518518519
OPERANDS,jabref-5.0,JAB-1,0,0,0,0,0,32,1,1201,VDS,0.03125
OPERANDS,jabref-5.0,JAB-2,0,0,0,0,0,25,1,2522,VDS,0.04
OPERANDS,jabref-5.0,JAB-4,0,0,0,0,0,78,1,80,VDS,0.012820512820513
OPERANDS,jabref-5.0,JAB-5,0,0,0,1,1,15,1,489,VDS,0.066666666666667
OPERANDS,jabref-5.0,JAB-8,0,0,0,0,0,94,1,2181,VDS,0.010638297872341
OPERANDS,jabref-5.0,JAB-18,0,0,1,1,1,7,1,140,VDS,0.142857142857143
OPERANDS,jabref-5.0,JAB-20,0,0,0,1,1,11,1,597,VDS,0.090909090909091
OPERANDS,jabref-5.0,JAB-21,0,0,0,1,1,13,1,419,VDS,0.076923076923077
OPERANDS,jabref-5.0,JAB-12,0,0,0,0,0,59,1,581,VDS,0.016949152542373
OPERANDS,jabref-5.0,JAB-3,0,0,1,1,1,6,1,1192,VDS,0.166666666666667
OPERANDS,jabref-5.0,JAB-7,0,0,0,0,0,183,1,319,VDS,0.005464480874317
OPERANDS,jabref-5.0,JAB-17,0,1,1,1,1,3,1,580,VDS,0.333333333333333
OPERANDS,jabref-5.0,JAB-22,1,1,1,1,1,1,1,249,VDS,1
OPERANDS,jabref-5.0,JAB-19,0,0,0,1,1,12,1,1279,VDS,0.083333333333333
OPERANDS,jabref-5.0,JAB-23,0,0,1,1,1,7,1,847,VDS,0.142857142857143
OPERANDS,checkstyle-8.35,CHK-17,0,0,0,0,0,984,1,1566,VDS,0.001016260162602
OPERANDS,checkstyle-8.35,CHK-1,0,0,0,0,0,232,1,1215,VDS,0.004310344827586
OPERANDS,checkstyle-8.35,CHK-8,0,0,1,1,1,7,1,836,VDS,0.142857142857143
OPERANDS,checkstyle-8.35,CHK-9,0,1,1,1,1,2,1,1143,VDS,0.5
OPERANDS,checkstyle-8.35,CHK-10,0,0,1,1,1,7,1,1216,VDS,0.142857142857143
OPERANDS,checkstyle-8.35,CHK-11,0,0,0,0,0,191,1,797,VDS,0.005235602094241
OPERANDS,checkstyle-8.35,CHK-15,0,0,0,0,0,300,1,935,VDS,0.003333333333333
OPERANDS,checkstyle-8.35,CHK-16,0,0,0,0,0,419,1,1158,VDS,0.002386634844869
OPERANDS,checkstyle-8.35,CHK-2,0,0,1,1,1,9,1,1078,VDS,0.111111111111111
OPERANDS,checkstyle-8.35,CHK-4,0,0,0,1,1,15,1,1234,VDS,0.066666666666667
OPERANDS,checkstyle-8.35,CHK-5,0,0,0,0,0,23,1,499,VDS,0.043478260869565
OPERANDS,checkstyle-8.35,CHK-6,0,0,0,0,0,124,1,673,VDS,0.008064516129032
OPERANDS,checkstyle-8.35,CHK-7,0,0,0,0,0,636,1,694,VDS,0.001572327044025
OPERANDS,checkstyle-8.35,CHK-12,0,1,1,1,1,3,1,592,VDS,0.333333333333333
OPERANDS,checkstyle-8.35,CHK-13,0,1,1,1,1,5,1,929,VDS,0.2
OPERANDS,checkstyle-8.35,CHK-14,0,0,1,1,1,10,1,811,VDS,0.1
OPERANDS,checkstyle-8.35,CHK-3,0,0,0,0,0,,0,954,VDS,0
OPERANDS,checkstyle-8.35,CHK-18,0,1,1,1,1,2,1,1149,VDS,0.5
OPERANDS,checkstyle-8.35,CHK-19,0,1,1,1,1,5,1,1393,VDS,0.2
OPERANDS,apache-ant-1.10.6,ANT-1,0,0,0,0,0,,0,5627,CDS,0
OPERANDS,apache-ant-1.10.6,ANT-2,0,1,1,1,1,5,1,545,CDS,0.2
OPERANDS,apache-ant-1.10.6,ANT-3,0,1,1,1,1,4,1,2199,CDS,0.25
OPERANDS,apache-ant-1.10.6,ANT-4,0,0,0,0,0,390,1,1507,CDS,0.002564102564103
OPERANDS,apache-ant-1.10.6,ANT-5,0,0,0,0,0,24,1,902,CDS,0.041666666666667
OPERANDS,apache-ant-1.10.6,ANT-6,0,0,0,0,0,430,1,520,CDS,0.002325581395349
OPERANDS,apache-ant-1.10.6,ANT-7,0,0,0,0,0,49,1,1450,CDS,0.020408163265306
OPERANDS,apache-ant-1.10.6,ANT-8,0,0,0,0,0,53,1,706,CDS,0.018867924528302
OPERANDS,apache-ant-1.10.6,ANT-9,0,0,0,0,0,471,1,2389,CDS,0.002123142250531
OPERANDS,apache-ant-1.10.6,ANT-10,0,0,0,0,0,896,1,1039,CDS,0.001116071428571
OPERANDS,apache-ant-1.10.6,ANT-11,1,1,1,1,1,1,1,3324,CDS,1
OPERANDS,apache-ant-1.10.6,ANT-12,0,0,0,0,0,25,1,817,CDS,0.04
OPERANDS,apache-ant-1.10.6,ANT-13,0,0,0,0,0,106,1,5561,CDS,0.009433962264151
OPERANDS,apache-ant-1.10.6,ANT-14,0,0,0,0,0,46,1,1246,CDS,0.021739130434783
OPERANDS,apache-ant-1.10.6,ANT-15,0,0,0,0,0,51,1,337,CDS,0.019607843137255
OPERANDS,apache-ant-1.10.6,ANT-16,0,0,0,0,1,19,1,67,CDS,0.052631578947369
OPERANDS,apache-ant-1.10.6,ANT-17,0,0,0,0,0,23,1,204,CDS,0.043478260869565
OPERANDS,apache-ant-1.10.6,ANT-18,0,0,0,0,0,116,1,172,CDS,0.008620689655172
OPERANDS,apache-ant-1.10.6,ANT-19,0,1,1,1,1,4,1,180,CDS,0.25
OPERANDS,apache-ant-1.10.6,ANT-20,0,0,0,0,0,726,1,1535,CDS,0.00137741046832
OPERANDS,apache-ant-1.10.6,ANT-21,0,0,0,0,1,19,1,1396,CDS,0.052631578947369
OPERANDS,apache-ant-1.10.6,ANT-22,0,0,0,0,0,171,1,275,CDS,0.005847953216374
OPERANDS,apache-ant-1.10.6,ANT-23,0,0,0,0,0,,0,1274,CDS,0
OPERANDS,apache-ant-1.10.6,ANT-24,0,0,0,0,0,851,1,2336,CDS,0.00117508813161
OPERANDS,apache-ant-1.10.6,ANT-25,0,1,1,1,1,4,1,2336,CDS,0.25
OPERANDS,apache-ant-1.10.6,ANT-26,0,0,0,0,0,21,1,1295,CDS,0.047619047619048
OPERANDS,apache-ant-1.10.6,ANT-27,0,1,1,1,1,5,1,1295,CDS,0.2
OPERANDS,apache-httpcomponents-4.5.9,HCO-1,0,0,0,0,0,482,1,3954,CDS,0.002074688796681
OPERANDS,apache-httpcomponents-4.5.9,HCO-2,0,0,0,0,0,21,1,1725,CDS,0.047619047619048
OPERANDS,apache-httpcomponents-4.5.9,HCO-3,0,0,0,1,1,14,1,530,CDS,0.071428571428572
OPERANDS,apache-httpcomponents-4.5.9,HCO-4,0,1,1,1,1,2,1,235,CDS,0.5
OPERANDS,apache-httpcomponents-4.5.9,HCO-5,0,0,0,0,0,21,1,2105,CDS,0.047619047619048
OPERANDS,apache-httpcomponents-4.5.9,HCO-6,0,1,1,1,1,3,1,235,CDS,0.333333333333333
OPERANDS,apache-httpcomponents-4.5.9,HCO-7,0,0,0,0,0,,0,866,CDS,0
OPERANDS,apache-httpcomponents-4.5.9,HCO-8,0,0,0,0,0,60,1,1613,CDS,0.016666666666667
OPERANDS,apache-httpcomponents-4.5.9,HCO-9,0,0,0,0,0,,0,4294,CDS,0
OPERANDS,apache-httpcomponents-4.5.9,HCO-10,0,0,0,0,0,,0,203,CDS,0
OPERANDS,apache-httpcomponents-4.5.9,HCO-11,0,1,1,1,1,4,1,1704,CDS,0.25
OPERANDS,apache-httpcomponents-4.5.9,HCO-12,0,0,0,0,0,21,1,3581,CDS,0.047619047619048
OPERANDS,apache-httpcomponents-4.5.9,HCO-13,0,0,0,0,0,273,1,583,CDS,0.003663003663004
OPERANDS,apache-httpcomponents-4.5.9,HCO-14,0,0,0,1,1,11,1,1644,CDS,0.090909090909091
OPERANDS,apache-httpcomponents-4.5.9,HCO-15,0,0,0,0,0,530,1,1008,CDS,0.00188679245283
OPERANDS,apache-httpcomponents-4.5.9,HCO-16,0,0,0,0,0,126,1,480,CDS,0.007936507936508
OPERANDS,apache-httpcomponents-4.5.9,HCO-17,0,0,0,0,0,28,1,1683,CDS,0.035714285714286
OPERANDS,apache-httpcomponents-4.5.9,HCO-18,0,0,0,0,0,31,1,2393,CDS,0.032258064516129
OPERANDS,apache-httpcomponents-4.5.9,HCO-19,0,0,0,0,0,113,1,1613,CDS,0.008849557522124
OPERANDS,apache-httpcomponents-4.5.9,HCO-20,0,0,0,0,0,533,1,1009,CDS,0.00187617260788
