Technique,Project,Constraint ID,HIT@01?,HIT@05?,HIT@10?,HIT@15?,HIT@20?,GT ESC Rank,GT ESC Results,Method Rank,Recall,Number Method Results,Data Set,Reciprocal Rank
Lucene,jpos-2.1.4,JPO-10,0,0,0,0,0,None,0,186,1,1251,VDS,0.005376344086
Lucene,jpos-2.1.4,JPO-11,1,1,1,1,1,None,0,1,1,2325,VDS,1
Lucene,jpos-2.1.4,JPO-12,0,0,0,0,0,None,0,1152,1,1777,VDS,0.0008680555556
Lucene,jpos-2.1.4,JPO-19,1,1,1,1,1,None,0,1,1,2878,VDS,1
Lucene,jpos-2.1.4,JPO-20,0,0,0,0,0,None,0,258,1,4088,VDS,0.003875968992
Lucene,jpos-2.1.4,JPO-7,1,1,1,1,1,None,0,1,1,1871,VDS,1
Lucene,jpos-2.1.4,JPO-13,0,1,1,1,1,None,0,4,1,1859,VDS,0.25
Lucene,jpos-2.1.4,JPO-15,0,0,1,1,1,None,0,7,1,1716,VDS,0.1428571429
Lucene,jpos-2.1.4,JPO-16,0,0,0,0,0,None,0,36,1,1824,VDS,0.02777777778
Lucene,joda_time-2.10.3,JTI-1,0,0,0,0,0,None,0,3253,1,3890,CDS,0.000307408546
Lucene,joda_time-2.10.3,JTI-2,1,1,1,1,1,None,0,1,1,3362,CDS,1
Lucene,joda_time-2.10.3,JTI-3,0,0,0,0,0,None,0,314,1,3122,CDS,0.003184713376
Lucene,joda_time-2.10.3,JTI-4,0,0,0,0,0,None,0,2412,1,2939,CDS,0.0004145936982
Lucene,joda_time-2.10.3,JTI-5,0,1,1,1,1,None,0,5,1,3122,CDS,0.2
Lucene,joda_time-2.10.3,JTI-6,0,0,1,1,1,None,0,6,1,3122,CDS,0.1666666667
Lucene,joda_time-2.10.3,JTI-7,0,0,0,0,0,None,0,2412,1,2939,CDS,0.0004145936982
Lucene,joda_time-2.10.3,JTI-8,0,0,1,1,1,None,0,6,1,2355,CDS,0.1666666667
Lucene,joda_time-2.10.3,JTI-9,0,0,1,1,1,None,0,6,1,1142,CDS,0.1666666667
Lucene,joda_time-2.10.3,JTI-10,1,1,1,1,1,None,0,1,1,2641,CDS,1
Lucene,joda_time-2.10.3,JTI-11,0,0,0,0,0,None,0,142,1,808,CDS,0.007042253521
Lucene,joda_time-2.10.3,JTI-12,0,0,0,0,0,None,0,1797,1,2932,CDS,0.0005564830273
Lucene,mybatis-3.5.5,MYB-2,0,0,0,0,0,None,0,21,1,493,VDS,0.04761904762
Lucene,mybatis-3.5.5,MYB-4,0,0,0,0,0,None,0,36,1,786,VDS,0.02777777778
Lucene,mybatis-3.5.5,MYB-6,0,0,0,1,1,None,0,13,1,934,VDS,0.07692307692
Lucene,mybatis-3.5.5,MYB-11,0,0,0,0,0,None,0,247,1,1080,VDS,0.004048582996
Lucene,mybatis-3.5.5,MYB-9,0,0,0,0,0,None,0,283,1,1581,VDS,0.003533568905
Lucene,mybatis-3.5.5,MYB-7,0,0,0,0,1,None,0,16,1,1034,VDS,0.0625
Lucene,mybatis-3.5.5,MYB-3,0,0,0,0,0,None,0,71,1,1117,VDS,0.01408450704
Lucene,mybatis-3.5.5,MYB-12,0,0,0,0,0,None,0,430,1,2393,VDS,0.002325581395
Lucene,mybatis-3.5.5,MYB-13,0,1,1,1,1,None,0,5,1,1449,VDS,0.2
Lucene,mybatis-3.5.5,MYB-14,0,0,0,0,0,None,0,49,1,2136,VDS,0.02040816327
Lucene,mybatis-3.5.5,MYB-1,0,1,1,1,1,None,0,4,1,1935,VDS,0.25
Lucene,mybatis-3.5.5,MYB-15,0,0,1,1,1,None,0,6,1,1902,VDS,0.1666666667
Lucene,mybatis-3.5.5,MYB-5,0,1,1,1,1,None,0,2,1,1273,VDS,0.5
Lucene,mybatis-3.5.5,MYB-8,0,0,0,0,0,None,0,303,1,544,VDS,0.003300330033
Lucene,mybatis-3.5.5,MYB-10,0,0,1,1,1,None,0,7,1,1261,VDS,0.1428571429
Lucene,skywalking-8.0.1,SKY-2,0,1,1,1,1,None,0,4,1,5893,VDS,0.25
Lucene,skywalking-8.0.1,SKY-14,0,1,1,1,1,None,0,2,1,3112,VDS,0.5
Lucene,skywalking-8.0.1,SKY-17,0,0,0,1,1,None,0,12,1,4618,VDS,0.08333333333
Lucene,skywalking-8.0.1,SKY-22,0,1,1,1,1,None,0,4,1,3303,VDS,0.25
Lucene,skywalking-8.0.1,SKY-25,0,1,1,1,1,None,0,2,1,5374,VDS,0.5
Lucene,skywalking-8.0.1,SKY-26,0,0,0,0,0,None,0,115,1,3131,VDS,0.008695652174
Lucene,skywalking-8.0.1,SKY-3,0,0,0,0,0,None,0,263,1,6193,VDS,0.003802281369
Lucene,skywalking-8.0.1,SKY-20,0,0,0,0,0,None,0,40,1,2959,VDS,0.025
Lucene,skywalking-8.0.1,SKY-1,1,1,1,1,1,None,0,1,1,5444,VDS,1
Lucene,skywalking-8.0.1,SKY-4,1,1,1,1,1,None,0,1,1,4665,VDS,1
Lucene,skywalking-8.0.1,SKY-5,0,1,1,1,1,None,0,2,1,4980,VDS,0.5
Lucene,skywalking-8.0.1,SKY-7,1,1,1,1,1,None,0,1,1,4882,VDS,1
Lucene,skywalking-8.0.1,SKY-8,0,1,1,1,1,None,0,3,1,4466,VDS,0.3333333333
Lucene,skywalking-8.0.1,SKY-9,1,1,1,1,1,None,0,1,1,5528,VDS,1
Lucene,skywalking-8.0.1,SKY-10,1,1,1,1,1,None,0,1,1,6252,VDS,1
Lucene,skywalking-8.0.1,SKY-11,1,1,1,1,1,None,0,1,1,2821,VDS,1
Lucene,skywalking-8.0.1,SKY-12,1,1,1,1,1,None,0,1,1,2163,VDS,1
Lucene,skywalking-8.0.1,SKY-13,0,1,1,1,1,None,0,4,1,3266,VDS,0.25
Lucene,skywalking-8.0.1,SKY-15,0,1,1,1,1,None,0,3,1,3597,VDS,0.3333333333
Lucene,skywalking-8.0.1,SKY-16,1,1,1,1,1,None,0,1,1,4024,VDS,1
Lucene,skywalking-8.0.1,SKY-18,0,0,1,1,1,None,0,10,1,3311,VDS,0.1
Lucene,skywalking-8.0.1,SKY-19,0,0,1,1,1,None,0,7,1,3314,VDS,0.1428571429
Lucene,skywalking-8.0.1,SKY-21,1,1,1,1,1,None,0,1,1,3739,VDS,1
Lucene,skywalking-8.0.1,SKY-24,1,1,1,1,1,None,0,1,1,4353,VDS,1
Lucene,skywalking-8.0.1,SKY-27,1,1,1,1,1,None,0,1,1,3480,VDS,1
Lucene,skywalking-8.0.1,SKY-23,0,1,1,1,1,None,0,2,1,3410,VDS,0.5
Lucene,skywalking-8.0.1,SKY-6,0,1,1,1,1,None,0,2,1,4155,VDS,0.5
Lucene,checkstyle-8.35,CHK-17,0,0,0,1,1,None,0,11,1,2247,VDS,0.09090909091
Lucene,checkstyle-8.35,CHK-1,0,0,0,0,0,None,0,117,1,3617,VDS,0.008547008547
Lucene,checkstyle-8.35,CHK-8,0,1,1,1,1,None,0,5,1,1967,VDS,0.2
Lucene,checkstyle-8.35,CHK-9,0,1,1,1,1,None,0,2,1,3486,VDS,0.5
Lucene,checkstyle-8.35,CHK-10,0,0,1,1,1,None,0,10,1,4613,VDS,0.1
Lucene,checkstyle-8.35,CHK-11,0,0,1,1,1,None,0,9,1,2907,VDS,0.1111111111
Lucene,checkstyle-8.35,CHK-15,0,0,0,0,1,None,0,18,1,4412,VDS,0.05555555556
Lucene,checkstyle-8.35,CHK-16,1,1,1,1,1,None,0,1,1,2045,VDS,1
Lucene,checkstyle-8.35,CHK-2,0,0,1,1,1,None,0,8,1,4031,VDS,0.125
Lucene,checkstyle-8.35,CHK-4,0,0,0,0,0,None,0,76,1,2767,VDS,0.01315789474
Lucene,checkstyle-8.35,CHK-5,0,1,1,1,1,None,0,3,1,2429,VDS,0.3333333333
Lucene,checkstyle-8.35,CHK-6,0,1,1,1,1,None,0,5,1,3407,VDS,0.2
Lucene,checkstyle-8.35,CHK-7,1,1,1,1,1,None,0,1,1,4188,VDS,1
Lucene,checkstyle-8.35,CHK-12,0,0,0,0,0,None,0,44,1,3208,VDS,0.02272727273
Lucene,checkstyle-8.35,CHK-13,0,1,1,1,1,None,0,5,1,3681,VDS,0.2
Lucene,checkstyle-8.35,CHK-14,0,1,1,1,1,None,0,4,1,3726,VDS,0.25
Lucene,checkstyle-8.35,CHK-3,0,0,0,0,0,N/A,N/A,,0,3594,VDS,0
Lucene,checkstyle-8.35,CHK-18,1,1,1,1,1,None,0,1,1,2415,VDS,1
Lucene,checkstyle-8.35,CHK-19,0,1,1,1,1,None,0,2,1,5187,VDS,0.5
Lucene,log4j-2.13.3,LOG-1,0,0,1,1,1,None,0,10,1,4081,VDS,0.1
Lucene,log4j-2.13.3,LOG-5,1,1,1,1,1,None,0,1,1,6636,VDS,1
Lucene,log4j-2.13.3,LOG-4,0,0,0,0,0,None,0,649,1,5805,VDS,0.001540832049
Lucene,log4j-2.13.3,LOG-6,0,1,1,1,1,None,0,4,1,9391,VDS,0.25
Lucene,log4j-2.13.3,LOG-8,0,0,0,0,0,None,0,76,1,7464,VDS,0.01315789474
Lucene,log4j-2.13.3,LOG-9,0,0,1,1,1,None,0,7,1,5633,VDS,0.1428571429
Lucene,log4j-2.13.3,LOG-12,0,0,0,1,1,None,0,11,1,7726,VDS,0.09090909091
Lucene,log4j-2.13.3,LOG-13,0,1,1,1,1,None,0,5,1,7051,VDS,0.2
Lucene,log4j-2.13.3,LOG-14,0,0,0,0,0,None,0,57,1,6982,VDS,0.01754385965
Lucene,log4j-2.13.3,LOG-15,0,0,0,0,0,None,0,52,1,9233,VDS,0.01923076923
Lucene,log4j-2.13.3,LOG-16,0,1,1,1,1,None,0,4,1,5467,VDS,0.25
Lucene,log4j-2.13.3,LOG-17,0,0,0,0,0,None,0,96,1,6340,VDS,0.01041666667
Lucene,log4j-2.13.3,LOG-18,0,0,1,1,1,None,0,8,1,6973,VDS,0.125
Lucene,log4j-2.13.3,LOG-2,0,0,1,1,1,None,0,6,1,10433,VDS,0.1666666667
Lucene,log4j-2.13.3,LOG-3,0,0,0,0,0,None,0,32,1,5510,VDS,0.03125
Lucene,log4j-2.13.3,LOG-10,0,0,1,1,1,None,0,7,1,7636,VDS,0.1428571429
Lucene,log4j-2.13.3,LOG-11,0,0,0,0,1,None,0,17,1,6715,VDS,0.05882352941
Lucene,log4j-2.13.3,LOG-7,0,1,1,1,1,None,0,5,1,5183,VDS,0.2
Lucene,apache-httpcomponents-4.5.9,HCO-1,0,0,0,0,0,None,0,430,1,3866,CDS,0.002325581395
Lucene,apache-httpcomponents-4.5.9,HCO-2,0,0,0,0,0,None,0,27,1,2811,CDS,0.03703703704
Lucene,apache-httpcomponents-4.5.9,HCO-3,0,0,0,1,1,None,0,14,1,946,CDS,0.07142857143
Lucene,apache-httpcomponents-4.5.9,HCO-4,0,0,1,1,1,None,0,7,1,1128,CDS,0.1428571429
Lucene,apache-httpcomponents-4.5.9,HCO-5,1,1,1,1,1,None,0,1,1,2720,CDS,1
Lucene,apache-httpcomponents-4.5.9,HCO-6,0,0,0,0,1,None,0,17,1,788,CDS,0.05882352941
Lucene,apache-httpcomponents-4.5.9,HCO-7,0,0,0,0,0,None,0,105,1,3473,CDS,0.009523809524
Lucene,apache-httpcomponents-4.5.9,HCO-8,0,0,1,1,1,None,0,7,1,1901,CDS,0.1428571429
Lucene,apache-httpcomponents-4.5.9,HCO-9,0,0,0,0,0,None,0,4599,1,4932,CDS,0.0002174385736
Lucene,apache-httpcomponents-4.5.9,HCO-10,0,0,0,0,0,None,0,1473,1,2980,CDS,0.0006788866259
Lucene,apache-httpcomponents-4.5.9,HCO-11,0,0,0,0,0,None,0,55,1,2592,CDS,0.01818181818
Lucene,apache-httpcomponents-4.5.9,HCO-12,0,0,0,0,0,None,0,23,1,4805,CDS,0.04347826087
Lucene,apache-httpcomponents-4.5.9,HCO-13,0,0,0,1,1,None,0,12,1,2403,CDS,0.08333333333
Lucene,apache-httpcomponents-4.5.9,HCO-14,0,0,0,0,0,None,0,26,1,3189,CDS,0.03846153846
Lucene,apache-httpcomponents-4.5.9,HCO-15,0,0,0,0,1,None,0,18,1,4881,CDS,0.05555555556
Lucene,apache-httpcomponents-4.5.9,HCO-16,0,0,1,1,1,None,0,7,1,1015,CDS,0.1428571429
Lucene,apache-httpcomponents-4.5.9,HCO-17,0,0,0,0,0,None,0,52,1,2765,CDS,0.01923076923
Lucene,apache-httpcomponents-4.5.9,HCO-18,0,0,0,0,0,None,0,59,1,2753,CDS,0.01694915254
Lucene,apache-httpcomponents-4.5.9,HCO-19,0,0,1,1,1,None,0,10,1,2074,CDS,0.1
Lucene,apache-httpcomponents-4.5.9,HCO-20,0,0,1,1,1,None,0,10,1,1795,CDS,0.1
Lucene,swarm-2.8.11,SWA-1,1,1,1,1,1,None,0,1,1,3498,CDS,1
Lucene,swarm-2.8.11,SWA-2,0,0,0,1,1,None,0,14,1,3498,CDS,0.07142857143
Lucene,swarm-2.8.11,SWA-3,0,0,0,0,0,None,0,78,1,1708,CDS,0.01282051282
Lucene,swarm-2.8.11,SWA-4,0,0,0,0,0,None,0,1112,1,1253,CDS,0.0008992805755
Lucene,swarm-2.8.11,SWA-5,0,0,0,0,0,None,0,49,1,1990,CDS,0.02040816327
Lucene,swarm-2.8.11,SWA-6,0,0,0,1,1,None,0,14,1,1771,CDS,0.07142857143
Lucene,swarm-2.8.11,SWA-7,0,0,0,0,0,None,0,32,1,2801,CDS,0.03125
Lucene,swarm-2.8.11,SWA-8,0,0,1,1,1,None,0,8,1,2179,CDS,0.125
Lucene,swarm-2.8.11,SWA-9,0,0,0,0,0,None,0,103,1,854,CDS,0.009708737864
Lucene,swarm-2.8.11,SWA-10,0,0,0,0,0,None,0,101,1,818,CDS,0.009900990099
Lucene,swarm-2.8.11,SWA-11,0,0,0,0,0,None,0,25,1,2796,CDS,0.04
Lucene,swarm-2.8.11,SWA-12,0,0,0,0,0,None,0,38,1,2168,CDS,0.02631578947
Lucene,swarm-2.8.11,SWA-13,0,0,0,0,1,None,0,19,1,488,CDS,0.05263157895
Lucene,swarm-2.8.11,SWA-14,0,0,0,0,1,None,0,19,1,1052,CDS,0.05263157895
Lucene,swarm-2.8.11,SWA-15,0,0,0,0,0,None,0,83,1,242,CDS,0.01204819277
Lucene,swarm-2.8.11,SWA-16,1,1,1,1,1,None,0,1,1,672,CDS,1
Lucene,swarm-2.8.11,SWA-17,1,1,1,1,1,None,0,1,1,3552,CDS,1
Lucene,swarm-2.8.11,SWA-18,0,0,0,0,0,None,0,112,1,3872,CDS,0.008928571429
Lucene,swarm-2.8.11,SWA-19,0,0,0,0,0,None,0,122,1,3872,CDS,0.008196721311
Lucene,swarm-2.8.11,SWA-20,0,0,0,1,1,None,0,11,1,828,CDS,0.09090909091
Lucene,swarm-2.8.11,SWA-21,1,1,1,1,1,None,0,1,1,2190,CDS,1
Lucene,swarm-2.8.11,SWA-22,0,1,1,1,1,None,0,4,1,1779,CDS,0.25
Lucene,swarm-2.8.11,SWA-23,0,0,0,0,0,None,0,57,1,2895,CDS,0.01754385965
Lucene,swarm-2.8.11,SWA-24,1,1,1,1,1,None,0,1,1,1467,CDS,1
Lucene,swarm-2.8.11,SWA-25,0,0,1,1,1,None,0,8,1,588,CDS,0.125
Lucene,jedit-5.6pre0,JED-1,0,0,1,1,1,None,0,10,1,4377,CDS,0.1
Lucene,jedit-5.6pre0,JED-2,0,0,1,1,1,None,0,8,1,3629,CDS,0.125
Lucene,jedit-5.6pre0,JED-3,0,0,0,0,0,None,0,570,1,3702,CDS,0.001754385965
Lucene,jedit-5.6pre0,JED-4,0,0,0,0,0,None,0,929,1,6493,CDS,0.001076426265
Lucene,jedit-5.6pre0,JED-5,0,0,0,0,0,None,0,929,1,6493,CDS,0.001076426265
Lucene,jedit-5.6pre0,JED-6,0,0,0,0,0,N/A,N/A,,0,6493,CDS,0
Lucene,jedit-5.6pre0,JED-7,0,0,0,1,1,None,0,14,1,4642,CDS,0.07142857143
Lucene,jedit-5.6pre0,JED-8,1,1,1,1,1,None,0,1,1,4642,CDS,1
Lucene,jedit-5.6pre0,JED-9,0,1,1,1,1,None,0,4,1,4122,CDS,0.25
Lucene,jedit-5.6pre0,JED-10,0,0,0,0,0,N/A,N/A,,0,6131,CDS,0
Lucene,jedit-5.6pre0,JED-11,0,0,0,0,0,None,0,83,1,3337,CDS,0.01204819277
Lucene,jedit-5.6pre0,JED-12,0,1,1,1,1,None,0,3,1,3983,CDS,0.3333333333
Lucene,jedit-5.6pre0,JED-13,1,1,1,1,1,None,0,1,1,2688,CDS,1
Lucene,jedit-5.6pre0,JED-14,0,1,1,1,1,None,0,3,1,4153,CDS,0.3333333333
Lucene,jedit-5.6pre0,JED-15,0,1,1,1,1,None,0,2,1,4332,CDS,0.5
Lucene,jedit-5.6pre0,JED-16,0,0,1,1,1,None,0,10,1,3908,CDS,0.1
Lucene,jedit-5.6pre0,JED-17,0,0,1,1,1,None,0,7,1,3814,CDS,0.1428571429
Lucene,jedit-5.6pre0,JED-18,0,0,0,1,1,None,0,12,1,4541,CDS,0.08333333333
Lucene,jedit-5.6pre0,JED-19,0,1,1,1,1,None,0,5,1,4541,CDS,0.2
Lucene,jedit-5.6pre0,JED-20,0,0,0,0,1,None,0,17,1,3333,CDS,0.05882352941
Lucene,jedit-5.6pre0,JED-21,0,1,1,1,1,None,0,3,1,5366,CDS,0.3333333333
Lucene,jedit-5.6pre0,JED-22,0,1,1,1,1,None,0,3,1,4755,CDS,0.3333333333
Lucene,jedit-5.6pre0,JED-23,0,0,0,0,0,N/A,N/A,,0,4588,CDS,0
Lucene,jedit-5.6pre0,JED-24,0,0,1,1,1,None,0,6,1,1408,CDS,0.1666666667
Lucene,jedit-5.6pre0,JED-25,0,1,1,1,1,None,0,2,1,1631,CDS,0.5
Lucene,jedit-5.6pre0,JED-26,0,1,1,1,1,None,0,2,1,4521,CDS,0.5
Lucene,jedit-5.6pre0,JED-27,0,0,0,1,1,None,0,12,1,6612,CDS,0.08333333333
Lucene,jedit-5.6pre0,JED-28,0,0,1,1,1,None,0,8,1,4492,CDS,0.125
Lucene,shardingsphere-5.0.0-rc1,SHS-2,0,0,1,1,1,None,0,6,1,3803,VDS,0.1666666667
Lucene,shardingsphere-5.0.0-rc1,SHS-3,1,1,1,1,1,None,0,1,1,4121,VDS,1
Lucene,shardingsphere-5.0.0-rc1,SHS-4,0,1,1,1,1,None,0,5,1,798,VDS,0.2
Lucene,shardingsphere-5.0.0-rc1,SHS-5,1,1,1,1,1,None,0,1,1,4247,VDS,1
Lucene,shardingsphere-5.0.0-rc1,SHS-6,1,1,1,1,1,None,0,1,1,3512,VDS,1
Lucene,shardingsphere-5.0.0-rc1,SHS-10,1,1,1,1,1,None,0,1,1,4847,VDS,1
Lucene,shardingsphere-5.0.0-rc1,SHS-11,1,1,1,1,1,None,0,1,1,3058,VDS,1
Lucene,shardingsphere-5.0.0-rc1,SHS-12,1,1,1,1,1,None,0,1,1,3045,VDS,1
Lucene,shardingsphere-5.0.0-rc1,SHS-9,0,1,1,1,1,None,0,3,1,4870,VDS,0.3333333333
Lucene,shardingsphere-5.0.0-rc1,SHS-7,0,1,1,1,1,None,0,5,1,3458,VDS,0.2
Lucene,shardingsphere-5.0.0-rc1,SHS-1,0,1,1,1,1,None,0,4,1,2577,VDS,0.25
Lucene,shardingsphere-5.0.0-rc1,SHS-8,1,1,1,1,1,None,0,1,1,4100,VDS,1
Lucene,shardingsphere-5.0.0-rc1,SHS-13,0,0,0,0,0,None,0,35,1,2259,VDS,0.02857142857
Lucene,shardingsphere-5.0.0-rc1,SHS-14,1,1,1,1,1,None,0,1,1,737,VDS,1
Lucene,jabref-5.0,JAB-6,0,0,1,1,1,None,0,9,1,4320,VDS,0.1111111111
Lucene,jabref-5.0,JAB-13,0,1,1,1,1,None,0,2,1,5437,VDS,0.5
Lucene,jabref-5.0,JAB-14,0,0,0,0,0,None,0,100,1,5544,VDS,0.01
Lucene,jabref-5.0,JAB-15,0,0,0,0,0,None,0,28,1,4441,VDS,0.03571428571
Lucene,jabref-5.0,JAB-16,0,1,1,1,1,None,0,2,1,3739,VDS,0.5
Lucene,jabref-5.0,JAB-9,0,0,1,1,1,None,0,6,1,7192,VDS,0.1666666667
Lucene,jabref-5.0,JAB-10,0,0,0,0,0,None,0,23,1,7077,VDS,0.04347826087
Lucene,jabref-5.0,JAB-11,0,0,1,1,1,None,0,8,1,4228,VDS,0.125
Lucene,jabref-5.0,JAB-1,1,1,1,1,1,None,0,1,1,4643,VDS,1
Lucene,jabref-5.0,JAB-2,0,1,1,1,1,None,0,2,1,3403,VDS,0.5
Lucene,jabref-5.0,JAB-4,0,0,0,0,0,None,0,215,1,5431,VDS,0.004651162791
Lucene,jabref-5.0,JAB-5,1,1,1,1,1,None,0,1,1,1997,VDS,1
Lucene,jabref-5.0,JAB-8,0,0,0,0,0,None,0,44,1,2601,VDS,0.02272727273
Lucene,jabref-5.0,JAB-18,0,1,1,1,1,None,0,4,1,4245,VDS,0.25
Lucene,jabref-5.0,JAB-20,0,0,0,0,1,None,0,18,1,3794,VDS,0.05555555556
Lucene,jabref-5.0,JAB-21,1,1,1,1,1,None,0,1,1,4877,VDS,1
Lucene,jabref-5.0,JAB-12,0,0,1,1,1,None,0,7,1,3365,VDS,0.1428571429
Lucene,jabref-5.0,JAB-3,0,0,0,0,1,None,0,17,1,4341,VDS,0.05882352941
Lucene,jabref-5.0,JAB-7,0,0,0,0,0,None,0,3073,1,3689,VDS,0.000325414904
Lucene,jabref-5.0,JAB-17,0,1,1,1,1,None,0,2,1,5241,VDS,0.5
Lucene,jabref-5.0,JAB-22,1,1,1,1,1,None,0,1,1,1866,VDS,1
Lucene,jabref-5.0,JAB-19,0,0,0,0,0,None,0,21,1,4394,VDS,0.04761904762
Lucene,jabref-5.0,JAB-23,0,0,1,1,1,None,0,6,1,2364,VDS,0.1666666667
Lucene,rhino-1.6R5,RHI-1,1,1,1,1,1,None,0,1,1,1607,CDS,1
Lucene,rhino-1.6R5,RHI-2,0,0,0,0,0,None,0,31,1,1129,CDS,0.03225806452
Lucene,rhino-1.6R5,RHI-3,0,1,1,1,1,None,0,4,1,1728,CDS,0.25
Lucene,rhino-1.6R5,RHI-4,0,0,0,0,0,None,0,539,1,1063,CDS,0.00185528757
Lucene,rhino-1.6R5,RHI-5,0,0,0,0,0,None,0,82,1,1291,CDS,0.01219512195
Lucene,rhino-1.6R5,RHI-6,0,1,1,1,1,None,0,2,1,1824,CDS,0.5
Lucene,rhino-1.6R5,RHI-7,0,0,0,0,0,None,0,192,1,1520,CDS,0.005208333333
Lucene,rhino-1.6R5,RHI-8,0,0,0,0,0,None,0,849,1,1522,CDS,0.001177856302
Lucene,rhino-1.6R5,RHI-9,0,0,0,0,0,None,0,511,1,1875,CDS,0.001956947162
Lucene,rhino-1.6R5,RHI-10,0,0,0,0,0,None,0,93,1,1802,CDS,0.01075268817
Lucene,rhino-1.6R5,RHI-11,0,0,0,0,0,None,0,64,1,1377,CDS,0.015625
Lucene,rhino-1.6R5,RHI-12,0,1,1,1,1,None,0,3,1,1923,CDS,0.3333333333
Lucene,rhino-1.6R5,RHI-13,0,1,1,1,1,None,0,2,1,1923,CDS,0.5
Lucene,rhino-1.6R5,RHI-14,0,1,1,1,1,None,0,3,1,1923,CDS,0.3333333333
Lucene,rhino-1.6R5,RHI-15,0,1,1,1,1,None,0,3,1,1267,CDS,0.3333333333
Lucene,rhino-1.6R5,RHI-16,1,1,1,1,1,None,0,1,1,1443,CDS,1
Lucene,rhino-1.6R5,RHI-17,0,0,0,1,1,None,0,11,1,2040,CDS,0.09090909091
Lucene,rhino-1.6R5,RHI-18,0,1,1,1,1,None,0,5,1,2097,CDS,0.2
Lucene,rhino-1.6R5,RHI-19,0,0,0,0,0,None,0,94,1,2053,CDS,0.01063829787
Lucene,rhino-1.6R5,RHI-20,0,1,1,1,1,None,0,2,1,1956,CDS,0.5
Lucene,rhino-1.6R5,RHI-21,0,0,0,0,0,None,0,1418,1,2160,CDS,0.0007052186178
Lucene,argouml-0.35.4,UML-1,0,0,0,0,0,None,0,264,1,6663,CDS,0.003787878788
Lucene,argouml-0.35.4,UML-2,0,0,0,0,1,None,0,19,1,4964,CDS,0.05263157895
Lucene,argouml-0.35.4,UML-3,0,1,1,1,1,None,0,4,1,8080,CDS,0.25
Lucene,argouml-0.35.4,UML-4,0,0,0,0,0,None,0,194,1,10643,CDS,0.005154639175
Lucene,argouml-0.35.4,UML-5,0,0,0,0,0,None,0,175,1,10536,CDS,0.005714285714
Lucene,argouml-0.35.4,UML-6,0,0,0,0,0,None,0,105,1,10936,CDS,0.009523809524
Lucene,argouml-0.35.4,UML-7,0,0,0,0,0,None,0,23,1,10936,CDS,0.04347826087
Lucene,argouml-0.35.4,UML-8,0,0,0,1,1,None,0,12,1,4166,CDS,0.08333333333
Lucene,argouml-0.35.4,UML-9,0,0,0,0,0,None,0,58,1,10318,CDS,0.01724137931
Lucene,argouml-0.35.4,UML-10,0,0,0,0,1,None,0,19,1,11606,CDS,0.05263157895
Lucene,argouml-0.35.4,UML-11,0,0,0,0,0,None,0,146,1,11606,CDS,0.006849315068
Lucene,argouml-0.35.4,UML-12,0,0,0,0,1,None,0,16,1,11748,CDS,0.0625
Lucene,argouml-0.35.4,UML-13,0,0,0,0,0,None,0,24,1,11748,CDS,0.04166666667
Lucene,argouml-0.35.4,UML-14,0,0,1,1,1,None,0,9,1,11146,CDS,0.1111111111
Lucene,argouml-0.35.4,UML-15,0,0,0,0,0,None,0,31,1,11146,CDS,0.03225806452
Lucene,argouml-0.35.4,UML-16,0,0,0,0,0,None,0,267,1,9088,CDS,0.003745318352
Lucene,argouml-0.35.4,UML-17,0,0,0,0,1,None,0,17,1,12284,CDS,0.05882352941
Lucene,argouml-0.35.4,UML-18,0,1,1,1,1,None,0,4,1,12032,CDS,0.25
Lucene,argouml-0.35.4,UML-19,0,1,1,1,1,None,0,4,1,3719,CDS,0.25
Lucene,argouml-0.35.4,UML-20,0,0,0,0,0,None,0,181,1,7091,CDS,0.005524861878
Lucene,argouml-0.35.4,UML-21,0,0,0,0,1,None,0,20,1,3520,CDS,0.05
Lucene,argouml-0.35.4,UML-22,0,1,1,1,1,None,0,4,1,2059,CDS,0.25
Lucene,apache-ant-1.10.6,ANT-1,0,0,0,0,0,None,0,2748,1,7420,CDS,0.0003639010189
Lucene,apache-ant-1.10.6,ANT-2,0,1,1,1,1,None,0,3,1,4838,CDS,0.3333333333
Lucene,apache-ant-1.10.6,ANT-3,0,0,0,0,0,None,0,558,1,8263,CDS,0.001792114695
Lucene,apache-ant-1.10.6,ANT-4,0,0,0,0,0,None,0,254,1,8263,CDS,0.003937007874
Lucene,apache-ant-1.10.6,ANT-5,0,0,0,0,0,None,0,24,1,8895,CDS,0.04166666667
Lucene,apache-ant-1.10.6,ANT-6,0,0,0,0,0,None,0,248,1,4187,CDS,0.004032258065
Lucene,apache-ant-1.10.6,ANT-7,0,0,0,0,0,None,0,28,1,10934,CDS,0.03571428571
Lucene,apache-ant-1.10.6,ANT-8,0,0,0,0,0,None,0,891,1,10934,CDS,0.001122334456
Lucene,apache-ant-1.10.6,ANT-9,0,0,1,1,1,None,0,9,1,10543,CDS,0.1111111111
Lucene,apache-ant-1.10.6,ANT-10,0,0,0,0,0,None,0,1158,1,2874,CDS,0.0008635578584
Lucene,apache-ant-1.10.6,ANT-11,1,1,1,1,1,None,0,1,1,4352,CDS,1
Lucene,apache-ant-1.10.6,ANT-12,0,0,1,1,1,None,0,7,1,8253,CDS,0.1428571429
