Technique,Project,Constraint ID,HIT@01?,HIT@05?,HIT@10?,HIT@15?,HIT@20?,GT ESC Rank,GT ESC Results,Method Rank,Recall,Number Method Results,Data Set,Reciprocal Rank
LSI,jabref-5.0,JAB-6,0,0,0,0,0,None,0,54,1,12805,VDS,0.01851851852
LSI,jabref-5.0,JAB-13,0,0,0,0,0,None,0,2657,1,12805,VDS,0.0003763643207
LSI,jabref-5.0,JAB-14,0,0,0,0,0,None,0,3681,1,12805,VDS,0.0002716653083
LSI,jabref-5.0,JAB-15,0,0,0,0,0,None,0,6609,1,12805,VDS,0.0001513088213
LSI,jabref-5.0,JAB-16,1,1,1,1,1,None,0,1,1,12805,VDS,1
LSI,jabref-5.0,JAB-9,0,0,0,0,0,None,0,1016,1,12805,VDS,0.0009842519685
LSI,jabref-5.0,JAB-10,0,0,0,0,0,None,0,2739,1,12805,VDS,0.0003650967506
LSI,jabref-5.0,JAB-11,0,0,0,0,0,None,0,6512,1,12805,VDS,0.0001535626536
LSI,jabref-5.0,JAB-1,0,0,0,0,0,None,0,2902,1,12805,VDS,0.000344589938
LSI,jabref-5.0,JAB-2,0,0,0,0,0,None,0,765,1,12805,VDS,0.001307189542
LSI,jabref-5.0,JAB-4,0,0,0,0,0,None,0,2597,1,12805,VDS,0.0003850596843
LSI,jabref-5.0,JAB-5,0,0,1,1,1,None,0,8,1,12805,VDS,0.125
LSI,jabref-5.0,JAB-8,0,0,0,0,0,None,0,5559,1,12805,VDS,0.0001798884691
LSI,jabref-5.0,JAB-18,0,0,0,0,0,None,0,264,1,12805,VDS,0.003787878788
LSI,jabref-5.0,JAB-20,0,0,0,0,0,None,0,68,1,12805,VDS,0.01470588235
LSI,jabref-5.0,JAB-21,1,1,1,1,1,None,0,1,1,12805,VDS,1
LSI,jabref-5.0,JAB-12,0,0,1,1,1,None,0,7,1,12805,VDS,0.1428571429
LSI,jabref-5.0,JAB-3,0,0,0,0,0,None,0,1431,1,12805,VDS,0.0006988120196
LSI,jabref-5.0,JAB-7,0,0,0,0,0,None,0,2937,1,12805,VDS,0.0003404834866
LSI,jabref-5.0,JAB-17,0,0,0,1,1,None,0,13,1,12805,VDS,0.07692307692
LSI,jabref-5.0,JAB-22,0,0,0,0,0,None,0,452,1,12805,VDS,0.002212389381
LSI,jabref-5.0,JAB-19,0,0,0,0,0,None,0,21,1,12805,VDS,0.04761904762
LSI,jabref-5.0,JAB-23,0,0,0,0,0,None,0,2846,1,12805,VDS,0.0003513703443
LSI,log4j-2.13.3,LOG-1,0,0,0,0,0,None,0,29,1,15952,VDS,0.03448275862
LSI,log4j-2.13.3,LOG-5,0,0,0,0,0,None,0,3494,1,15952,VDS,0.0002862049227
LSI,log4j-2.13.3,LOG-4,0,1,1,1,1,None,0,2,1,15952,VDS,0.5
LSI,log4j-2.13.3,LOG-6,0,0,0,0,0,None,0,3117,1,15952,VDS,0.0003208213025
LSI,log4j-2.13.3,LOG-8,0,0,0,0,0,None,0,5478,1,15952,VDS,0.0001825483753
LSI,log4j-2.13.3,LOG-9,0,0,0,0,0,None,0,401,1,15952,VDS,0.002493765586
LSI,log4j-2.13.3,LOG-12,0,0,0,0,0,None,0,5357,1,15952,VDS,0.0001866716446
LSI,log4j-2.13.3,LOG-13,0,0,0,0,0,None,0,4903,1,15952,VDS,0.0002039567612
LSI,log4j-2.13.3,LOG-14,0,0,0,0,0,None,0,5016,1,15952,VDS,0.0001993620415
LSI,log4j-2.13.3,LOG-15,0,0,0,0,0,None,0,1970,1,15952,VDS,0.0005076142132
LSI,log4j-2.13.3,LOG-16,0,0,0,0,0,None,0,495,1,15952,VDS,0.00202020202
LSI,log4j-2.13.3,LOG-17,0,0,0,0,0,None,0,11778,1,15952,VDS,8.490405841E-05
LSI,log4j-2.13.3,LOG-18,0,0,0,0,0,None,0,1548,1,15952,VDS,0.000645994832
LSI,log4j-2.13.3,LOG-2,0,0,0,0,0,None,0,2243,1,15952,VDS,0.0004458314757
LSI,log4j-2.13.3,LOG-3,0,0,0,0,0,None,0,50,1,15952,VDS,0.02
LSI,log4j-2.13.3,LOG-10,0,0,0,0,0,None,0,23,1,15952,VDS,0.04347826087
LSI,log4j-2.13.3,LOG-11,0,0,0,0,0,None,0,2636,1,15952,VDS,0.0003793626707
LSI,log4j-2.13.3,LOG-7,0,0,0,0,0,None,0,35,1,15952,VDS,0.02857142857
LSI,mybatis-3.5.5,MYB-2,0,0,0,0,0,None,0,242,1,3639,VDS,0.004132231405
LSI,mybatis-3.5.5,MYB-4,0,0,0,0,0,None,0,738,1,3639,VDS,0.00135501355
LSI,mybatis-3.5.5,MYB-6,0,0,0,0,0,None,0,608,1,3639,VDS,0.001644736842
LSI,mybatis-3.5.5,MYB-11,0,0,0,0,0,None,0,507,1,3639,VDS,0.001972386588
LSI,mybatis-3.5.5,MYB-9,0,0,0,0,0,None,0,507,1,3639,VDS,0.001972386588
LSI,mybatis-3.5.5,MYB-7,0,0,0,0,0,None,0,882,1,3639,VDS,0.001133786848
LSI,mybatis-3.5.5,MYB-3,0,0,0,0,0,None,0,141,1,3639,VDS,0.007092198582
LSI,mybatis-3.5.5,MYB-12,0,0,0,0,0,None,0,671,1,3639,VDS,0.001490312966
LSI,mybatis-3.5.5,MYB-13,0,0,0,0,0,None,0,450,1,3639,VDS,0.002222222222
LSI,mybatis-3.5.5,MYB-14,0,0,0,0,0,None,0,189,1,3639,VDS,0.005291005291
LSI,mybatis-3.5.5,MYB-1,0,0,0,0,0,None,0,64,1,3639,VDS,0.015625
LSI,mybatis-3.5.5,MYB-15,0,0,1,1,1,None,0,9,1,3639,VDS,0.1111111111
LSI,mybatis-3.5.5,MYB-5,0,0,0,0,0,None,0,59,1,3639,VDS,0.01694915254
LSI,mybatis-3.5.5,MYB-8,1,1,1,1,1,None,0,1,1,3639,VDS,1
LSI,mybatis-3.5.5,MYB-10,1,1,1,1,1,None,0,1,1,3639,VDS,1
LSI,joda_time-2.10.3,JTI-1,0,0,0,0,0,None,0,4255,1,5408,CDS,0.0002350176263
LSI,joda_time-2.10.3,JTI-2,0,1,1,1,1,None,0,3,1,5408,CDS,0.3333333333
LSI,joda_time-2.10.3,JTI-3,0,0,0,0,0,None,0,58,1,5408,CDS,0.01724137931
LSI,joda_time-2.10.3,JTI-4,0,0,0,0,0,None,0,3254,1,5408,CDS,0.000307314075
LSI,joda_time-2.10.3,JTI-5,0,0,0,0,0,None,0,4866,1,5408,CDS,0.0002055076038
LSI,joda_time-2.10.3,JTI-6,0,0,0,0,0,None,0,4855,1,5408,CDS,0.0002059732235
LSI,joda_time-2.10.3,JTI-7,0,0,0,0,0,None,0,3254,1,5408,CDS,0.000307314075
LSI,joda_time-2.10.3,JTI-8,0,0,0,0,0,None,0,4345,1,5408,CDS,0.0002301495972
LSI,joda_time-2.10.3,JTI-9,0,0,0,0,0,None,0,692,1,5408,CDS,0.001445086705
LSI,joda_time-2.10.3,JTI-10,1,1,1,1,1,None,0,1,1,5408,CDS,1
LSI,joda_time-2.10.3,JTI-11,0,0,0,0,0,None,0,4824,1,5408,CDS,0.0002072968491
LSI,joda_time-2.10.3,JTI-12,0,0,0,0,0,None,0,5395,1,5408,CDS,0.0001853568119
LSI,jpos-2.1.4,JPO-2,0,0,0,0,0,None,0,862,1,8291,VDS,0.001160092807
LSI,jpos-2.1.4,JPO-3,0,0,0,0,0,None,0,62,1,8291,VDS,0.01612903226
LSI,jpos-2.1.4,JPO-4,0,0,0,0,0,None,0,218,1,8291,VDS,0.004587155963
LSI,jpos-2.1.4,JPO-5,0,0,0,0,0,None,0,7570,1,8291,VDS,0.0001321003963
LSI,jpos-2.1.4,JPO-8,1,1,1,1,1,None,0,1,1,8291,VDS,1
LSI,jpos-2.1.4,JPO-18,0,0,0,0,0,None,0,21,1,8291,VDS,0.04761904762
LSI,jpos-2.1.4,JPO-6,0,1,1,1,1,None,0,2,1,8291,VDS,0.5
LSI,jpos-2.1.4,JPO-14,0,1,1,1,1,None,0,2,1,8291,VDS,0.5
LSI,jpos-2.1.4,JPO-17,0,0,0,0,0,None,0,34,1,8291,VDS,0.02941176471
LSI,jpos-2.1.4,JPO-1,0,0,0,0,0,None,0,159,1,8291,VDS,0.006289308176
LSI,jpos-2.1.4,JPO-9,0,1,1,1,1,None,0,2,1,8291,VDS,0.5
LSI,jpos-2.1.4,JPO-10,0,0,0,0,0,None,0,21,1,8291,VDS,0.04761904762
LSI,jpos-2.1.4,JPO-11,0,0,1,1,1,None,0,10,1,8291,VDS,0.1
LSI,jpos-2.1.4,JPO-12,0,0,0,0,0,None,0,167,1,8291,VDS,0.005988023952
LSI,jpos-2.1.4,JPO-19,0,1,1,1,1,None,0,4,1,8291,VDS,0.25
LSI,jpos-2.1.4,JPO-20,0,0,0,0,0,None,0,71,1,8291,VDS,0.01408450704
LSI,jpos-2.1.4,JPO-7,1,1,1,1,1,None,0,1,1,8291,VDS,1
LSI,jpos-2.1.4,JPO-13,1,1,1,1,1,None,0,1,1,8291,VDS,1
LSI,jpos-2.1.4,JPO-15,0,0,1,1,1,None,0,8,1,8291,VDS,0.125
LSI,jpos-2.1.4,JPO-16,0,0,0,0,0,None,0,98,1,8291,VDS,0.01020408163
LSI,apache-httpcomponents-4.5.9,HCO-1,0,0,0,0,0,None,0,4092,1,10327,CDS,0.0002443792766
LSI,apache-httpcomponents-4.5.9,HCO-2,0,0,0,0,0,None,0,219,1,10327,CDS,0.004566210046
LSI,apache-httpcomponents-4.5.9,HCO-3,0,0,0,0,0,None,0,1646,1,10327,CDS,0.0006075334143
LSI,apache-httpcomponents-4.5.9,HCO-4,0,0,0,0,0,None,0,129,1,10327,CDS,0.007751937984
LSI,apache-httpcomponents-4.5.9,HCO-5,0,0,0,0,0,None,0,6176,1,10327,CDS,0.0001619170984
LSI,apache-httpcomponents-4.5.9,HCO-6,0,0,0,0,0,None,0,235,1,10327,CDS,0.004255319149
LSI,apache-httpcomponents-4.5.9,HCO-7,0,0,0,0,0,None,0,7131,1,10327,CDS,0.0001402327864
LSI,apache-httpcomponents-4.5.9,HCO-8,0,0,0,0,0,None,0,1020,1,10327,CDS,0.0009803921569
LSI,apache-httpcomponents-4.5.9,HCO-9,0,0,0,0,0,None,0,6190,1,10327,CDS,0.0001615508885
LSI,apache-httpcomponents-4.5.9,HCO-10,0,0,0,0,0,None,0,616,1,10327,CDS,0.001623376623
LSI,apache-httpcomponents-4.5.9,HCO-11,0,0,0,0,0,None,0,152,1,10327,CDS,0.006578947368
LSI,apache-httpcomponents-4.5.9,HCO-12,0,0,0,0,0,None,0,1225,1,10327,CDS,0.0008163265306
LSI,apache-httpcomponents-4.5.9,HCO-13,0,0,0,0,0,None,0,1003,1,10327,CDS,0.0009970089731
LSI,apache-httpcomponents-4.5.9,HCO-14,0,0,0,0,0,None,0,343,1,10327,CDS,0.002915451895
LSI,apache-httpcomponents-4.5.9,HCO-15,0,0,0,0,0,N/A,N/A,,0,0,CDS,0
LSI,apache-httpcomponents-4.5.9,HCO-16,0,0,0,0,0,None,0,345,1,10327,CDS,0.002898550725
LSI,apache-httpcomponents-4.5.9,HCO-17,0,0,0,0,0,None,0,417,1,10327,CDS,0.002398081535
LSI,apache-httpcomponents-4.5.9,HCO-18,0,0,0,0,0,None,0,456,1,10327,CDS,0.002192982456
LSI,apache-httpcomponents-4.5.9,HCO-19,0,0,0,0,0,None,0,530,1,10327,CDS,0.001886792453
LSI,apache-httpcomponents-4.5.9,HCO-20,0,0,0,0,0,None,0,9288,1,10327,CDS,0.0001076658053
LSI,argouml-0.35.4,UML-1,0,0,0,0,0,None,0,208,1,20572,CDS,0.004807692308
LSI,argouml-0.35.4,UML-2,0,0,0,0,0,None,0,35,1,20572,CDS,0.02857142857
LSI,argouml-0.35.4,UML-3,0,0,0,0,0,None,0,15043,1,20572,CDS,6.647610184E-05
LSI,argouml-0.35.4,UML-4,0,0,0,0,0,None,0,12914,1,20572,CDS,7.743534149E-05
LSI,argouml-0.35.4,UML-5,0,0,0,0,0,None,0,17496,1,20572,CDS,5.715592135E-05
LSI,argouml-0.35.4,UML-6,0,0,0,0,0,None,0,4177,1,20572,CDS,0.0002394062724
LSI,argouml-0.35.4,UML-7,0,0,0,0,0,None,0,12071,1,20572,CDS,8.284317786E-05
LSI,argouml-0.35.4,UML-8,0,0,0,0,0,None,0,436,1,20572,CDS,0.002293577982
LSI,argouml-0.35.4,UML-9,0,0,0,0,0,None,0,733,1,20572,CDS,0.00136425648
LSI,argouml-0.35.4,UML-10,0,0,0,0,0,None,0,517,1,20572,CDS,0.001934235977
LSI,argouml-0.35.4,UML-11,0,0,0,0,0,None,0,3355,1,20572,CDS,0.0002980625931
LSI,argouml-0.35.4,UML-12,0,0,0,0,0,None,0,239,1,20572,CDS,0.004184100418
LSI,argouml-0.35.4,UML-13,0,0,0,0,0,None,0,2414,1,20572,CDS,0.0004142502071
LSI,argouml-0.35.4,UML-14,0,0,0,0,0,None,0,484,1,20572,CDS,0.002066115702
LSI,argouml-0.35.4,UML-15,0,0,0,0,0,None,0,8762,1,20572,CDS,0.0001141291942
LSI,argouml-0.35.4,UML-16,0,0,0,0,0,None,0,11641,1,20572,CDS,8.590327291E-05
LSI,argouml-0.35.4,UML-17,0,0,0,0,0,None,0,2994,1,20572,CDS,0.000334001336
LSI,argouml-0.35.4,UML-18,0,0,1,1,1,None,0,6,1,20572,CDS,0.1666666667
LSI,argouml-0.35.4,UML-19,0,0,0,0,0,None,0,55,1,20572,CDS,0.01818181818
LSI,argouml-0.35.4,UML-20,0,0,0,0,0,None,0,52,1,20572,CDS,0.01923076923
LSI,argouml-0.35.4,UML-21,0,0,0,0,0,None,0,53,1,20572,CDS,0.01886792453
LSI,argouml-0.35.4,UML-22,0,0,0,0,0,None,0,55,1,20572,CDS,0.01818181818
LSI,apache-ant-1.10.6,ANT-1,0,0,0,0,0,None,0,7667,1,17361,CDS,0.0001304291118
LSI,apache-ant-1.10.6,ANT-2,0,0,0,0,0,None,0,158,1,17361,CDS,0.006329113924
LSI,apache-ant-1.10.6,ANT-3,0,0,0,0,0,None,0,10905,1,17361,CDS,9.170105456E-05
LSI,apache-ant-1.10.6,ANT-4,0,0,0,0,0,None,0,8127,1,17361,CDS,0.0001230466347
LSI,apache-ant-1.10.6,ANT-5,0,0,0,0,0,None,0,3825,1,17361,CDS,0.0002614379085
LSI,apache-ant-1.10.6,ANT-6,0,0,0,0,0,None,0,2590,1,17361,CDS,0.0003861003861
LSI,apache-ant-1.10.6,ANT-7,0,0,0,0,0,None,0,74,1,17361,CDS,0.01351351351
LSI,apache-ant-1.10.6,ANT-8,0,1,1,1,1,None,0,2,1,17361,CDS,0.5
LSI,apache-ant-1.10.6,ANT-9,0,0,0,0,0,None,0,13879,1,17361,CDS,7.205130053E-05
LSI,apache-ant-1.10.6,ANT-10,0,0,0,0,0,None,0,4897,1,17361,CDS,0.0002042066571
LSI,apache-ant-1.10.6,ANT-11,0,0,0,0,0,None,0,349,1,17361,CDS,0.002865329513
LSI,apache-ant-1.10.6,ANT-12,0,0,0,0,0,None,0,3649,1,17361,CDS,0.0002740476843
LSI,apache-ant-1.10.6,ANT-13,0,0,0,0,0,None,0,3035,1,17361,CDS,0.0003294892916
LSI,apache-ant-1.10.6,ANT-14,0,0,0,0,0,None,0,281,1,17361,CDS,0.003558718861
LSI,apache-ant-1.10.6,ANT-15,0,0,0,0,0,None,0,1722,1,17361,CDS,0.0005807200929
LSI,apache-ant-1.10.6,ANT-16,0,0,0,0,0,None,0,5756,1,17361,CDS,0.0001737317582
LSI,apache-ant-1.10.6,ANT-17,0,0,0,0,0,None,0,9155,1,17361,CDS,0.000109229929
LSI,apache-ant-1.10.6,ANT-18,0,0,0,0,0,None,0,5990,1,17361,CDS,0.0001669449082
LSI,apache-ant-1.10.6,ANT-19,0,0,0,0,0,None,0,14553,1,17361,CDS,6.871435443E-05
LSI,apache-ant-1.10.6,ANT-20,0,0,0,0,0,None,0,10290,1,17361,CDS,9.718172983E-05
LSI,apache-ant-1.10.6,ANT-21,0,0,0,0,0,None,0,16109,1,17361,CDS,6.207709976E-05
LSI,apache-ant-1.10.6,ANT-22,0,0,0,0,0,None,0,9336,1,17361,CDS,0.0001071122536
LSI,apache-ant-1.10.6,ANT-23,0,0,0,0,0,None,0,14646,1,17361,CDS,6.827802813E-05
LSI,apache-ant-1.10.6,ANT-24,0,0,0,0,0,None,0,5014,1,17361,CDS,0.0001994415636
LSI,apache-ant-1.10.6,ANT-25,0,0,0,0,0,None,0,449,1,17361,CDS,0.002227171492
LSI,apache-ant-1.10.6,ANT-26,0,0,0,0,0,None,0,9763,1,17361,CDS,0.0001024275325
LSI,apache-ant-1.10.6,ANT-27,0,0,0,0,0,None,0,21,1,17361,CDS,0.04761904762
LSI,skywalking-8.0.1,SKY-2,0,0,0,0,0,None,0,667,1,10825,VDS,0.001499250375
LSI,skywalking-8.0.1,SKY-14,0,0,0,0,0,None,0,194,1,10825,VDS,0.005154639175
LSI,skywalking-8.0.1,SKY-17,0,0,0,0,0,None,0,177,1,10825,VDS,0.005649717514
LSI,skywalking-8.0.1,SKY-22,0,0,0,0,0,None,0,540,1,10825,VDS,0.001851851852
LSI,skywalking-8.0.1,SKY-25,0,1,1,1,1,None,0,2,1,10825,VDS,0.5
LSI,skywalking-8.0.1,SKY-26,0,0,0,0,0,None,0,371,1,10825,VDS,0.00269541779
LSI,skywalking-8.0.1,SKY-3,0,0,0,0,0,None,0,5855,1,10825,VDS,0.000170794193
LSI,skywalking-8.0.1,SKY-20,0,1,1,1,1,None,0,4,1,10825,VDS,0.25
LSI,skywalking-8.0.1,SKY-1,0,0,0,0,0,None,0,22,1,10825,VDS,0.04545454545
LSI,skywalking-8.0.1,SKY-4,0,0,0,0,0,None,0,144,1,10825,VDS,0.006944444444
LSI,skywalking-8.0.1,SKY-5,0,0,0,1,1,None,0,12,1,10825,VDS,0.08333333333
LSI,skywalking-8.0.1,SKY-7,1,1,1,1,1,None,0,1,1,10825,VDS,1
LSI,skywalking-8.0.1,SKY-8,1,1,1,1,1,None,0,1,1,10825,VDS,1
LSI,skywalking-8.0.1,SKY-9,0,0,0,0,0,None,0,111,1,10825,VDS,0.009009009009
LSI,skywalking-8.0.1,SKY-10,0,1,1,1,1,None,0,4,1,10825,VDS,0.25
LSI,skywalking-8.0.1,SKY-11,0,0,0,0,0,None,0,36,1,10825,VDS,0.02777777778
LSI,skywalking-8.0.1,SKY-12,0,0,0,0,0,None,0,1316,1,10825,VDS,0.0007598784195
LSI,skywalking-8.0.1,SKY-13,1,1,1,1,1,None,0,1,1,10825,VDS,1
LSI,skywalking-8.0.1,SKY-15,0,0,1,1,1,None,0,8,1,10825,VDS,0.125
LSI,skywalking-8.0.1,SKY-16,0,0,1,1,1,None,0,6,1,10825,VDS,0.1666666667
LSI,skywalking-8.0.1,SKY-18,1,1,1,1,1,None,0,1,1,10825,VDS,1
LSI,skywalking-8.0.1,SKY-19,0,1,1,1,1,None,0,2,1,10825,VDS,0.5
LSI,skywalking-8.0.1,SKY-21,0,0,0,0,0,None,0,202,1,10825,VDS,0.00495049505
LSI,skywalking-8.0.1,SKY-24,1,1,1,1,1,None,0,1,1,10825,VDS,1
LSI,skywalking-8.0.1,SKY-27,1,1,1,1,1,None,0,1,1,10825,VDS,1
LSI,skywalking-8.0.1,SKY-23,0,0,0,0,0,None,0,67,1,10825,VDS,0.01492537313
LSI,skywalking-8.0.1,SKY-6,0,0,0,0,0,None,0,1791,1,10825,VDS,0.000558347292
LSI,swarm-2.8.11,SWA-1,0,0,0,0,0,None,0,1391,1,9053,CDS,0.000718907261
LSI,swarm-2.8.11,SWA-2,0,0,0,0,0,None,0,2710,1,9053,CDS,0.00036900369
LSI,swarm-2.8.11,SWA-3,0,0,0,0,0,None,0,247,1,9053,CDS,0.004048582996
LSI,swarm-2.8.11,SWA-4,0,0,0,0,0,None,0,1975,1,9053,CDS,0.0005063291139
LSI,swarm-2.8.11,SWA-5,0,0,0,0,0,None,0,8112,1,9053,CDS,0.0001232741617
LSI,swarm-2.8.11,SWA-6,0,0,0,0,0,None,0,4034,1,9053,CDS,0.0002478929103
LSI,swarm-2.8.11,SWA-7,0,0,1,1,1,None,0,7,1,9053,CDS,0.1428571429
LSI,swarm-2.8.11,SWA-8,0,0,0,0,0,None,0,8480,1,9053,CDS,0.0001179245283
LSI,swarm-2.8.11,SWA-9,0,0,0,0,0,None,0,338,1,9053,CDS,0.002958579882
LSI,swarm-2.8.11,SWA-10,0,0,0,0,0,None,0,555,1,9053,CDS,0.001801801802
LSI,swarm-2.8.11,SWA-11,0,0,1,1,1,None,0,7,1,9053,CDS,0.1428571429
LSI,swarm-2.8.11,SWA-12,0,0,0,0,0,None,0,1881,1,9053,CDS,0.0005316321106
LSI,swarm-2.8.11,SWA-13,0,0,0,0,0,None,0,3684,1,9053,CDS,0.0002714440825
LSI,swarm-2.8.11,SWA-14,0,0,0,0,0,None,0,1777,1,9053,CDS,0.0005627462015
LSI,swarm-2.8.11,SWA-15,0,0,0,0,0,None,0,4357,1,9053,CDS,0.0002295157218
LSI,swarm-2.8.11,SWA-16,1,1,1,1,1,None,0,1,1,9053,CDS,1
LSI,swarm-2.8.11,SWA-17,0,0,0,0,0,None,0,8560,1,9053,CDS,0.0001168224299
LSI,swarm-2.8.11,SWA-18,0,0,1,1,1,None,0,6,1,9053,CDS,0.1666666667
LSI,swarm-2.8.11,SWA-19,0,1,1,1,1,None,0,3,1,9053,CDS,0.3333333333
LSI,swarm-2.8.11,SWA-20,0,0,0,0,0,None,0,1051,1,9053,CDS,0.0009514747859
LSI,swarm-2.8.11,SWA-21,0,0,0,0,0,None,0,2210,1,9053,CDS,0.0004524886878
LSI,swarm-2.8.11,SWA-22,0,0,0,0,0,None,0,2006,1,9053,CDS,0.0004985044865
LSI,swarm-2.8.11,SWA-23,0,0,0,0,0,None,0,6441,1,9053,CDS,0.0001552553951
LSI,swarm-2.8.11,SWA-24,0,0,0,1,1,None,0,15,1,9053,CDS,0.06666666667
LSI,swarm-2.8.11,SWA-25,0,0,0,0,0,None,0,1700,1,9053,CDS,0.0005882352941
LSI,rhino-1.6R5,RHI-1,0,1,1,1,1,None,0,3,1,4241,CDS,0.3333333333
LSI,rhino-1.6R5,RHI-2,0,0,0,0,0,None,0,1624,1,4241,CDS,0.0006157635468
LSI,rhino-1.6R5,RHI-3,1,1,1,1,1,None,0,1,1,4241,CDS,1
LSI,rhino-1.6R5,RHI-4,0,0,1,1,1,None,0,8,1,4241,CDS,0.125
LSI,rhino-1.6R5,RHI-5,0,0,0,0,0,None,0,2011,1,4241,CDS,0.0004972650423
LSI,rhino-1.6R5,RHI-6,0,0,0,0,0,None,0,1378,1,4241,CDS,0.0007256894049
LSI,rhino-1.6R5,RHI-7,0,0,0,0,0,None,0,315,1,4241,CDS,0.003174603175
LSI,rhino-1.6R5,RHI-8,0,0,0,0,0,None,0,3212,1,4241,CDS,0.0003113325031
LSI,rhino-1.6R5,RHI-9,0,0,0,0,0,None,0,3212,1,4241,CDS,0.0003113325031
LSI,rhino-1.6R5,RHI-10,0,0,0,0,0,None,0,1660,1,4241,CDS,0.0006024096386
LSI,rhino-1.6R5,RHI-11,0,0,0,0,0,None,0,312,1,4241,CDS,0.003205128205
LSI,rhino-1.6R5,RHI-12,0,0,0,0,0,None,0,537,1,4241,CDS,0.001862197393
LSI,rhino-1.6R5,RHI-13,0,0,0,0,0,None,0,84,1,4241,CDS,0.0119047619
LSI,rhino-1.6R5,RHI-14,0,0,0,0,0,None,0,820,1,4241,CDS,0.001219512195
LSI,rhino-1.6R5,RHI-15,0,0,0,0,0,None,0,377,1,4241,CDS,0.002652519894
LSI,rhino-1.6R5,RHI-16,1,1,1,1,1,None,0,1,1,4241,CDS,1
LSI,rhino-1.6R5,RHI-17,0,1,1,1,1,None,0,2,1,4241,CDS,0.5
LSI,rhino-1.6R5,RHI-18,0,0,0,0,0,None,0,3360,1,4241,CDS,0.0002976190476
LSI,rhino-1.6R5,RHI-19,0,0,0,0,0,None,0,2556,1,4241,CDS,0.0003912363067
LSI,rhino-1.6R5,RHI-20,0,0,0,0,0,None,0,2166,1,4241,CDS,0.0004616805171
LSI,rhino-1.6R5,RHI-21,0,1,1,1,1,None,0,2,1,4241,CDS,0.5
LSI,shardingsphere-5.0.0-rc1,SHS-2,0,0,0,0,0,None,0,183,1,9599,VDS,0.005464480874
LSI,shardingsphere-5.0.0-rc1,SHS-3,0,0,0,0,0,None,0,33,1,9599,VDS,0.0303030303
LSI,shardingsphere-5.0.0-rc1,SHS-4,1,1,1,1,1,None,0,1,1,9599,VDS,1
LSI,shardingsphere-5.0.0-rc1,SHS-5,1,1,1,1,1,None,0,1,1,9599,VDS,1
LSI,shardingsphere-5.0.0-rc1,SHS-6,0,1,1,1,1,None,0,4,1,9599,VDS,0.25
LSI,shardingsphere-5.0.0-rc1,SHS-10,0,0,0,1,1,None,0,12,1,9599,VDS,0.08333333333
LSI,shardingsphere-5.0.0-rc1,SHS-11,0,1,1,1,1,None,0,2,1,9599,VDS,0.5
LSI,shardingsphere-5.0.0-rc1,SHS-12,0,1,1,1,1,None,0,2,1,9599,VDS,0.5
LSI,shardingsphere-5.0.0-rc1,SHS-9,0,0,0,1,1,None,0,11,1,9599,VDS,0.09090909091
LSI,shardingsphere-5.0.0-rc1,SHS-7,0,0,0,0,0,None,0,43,1,9599,VDS,0.02325581395
LSI,shardingsphere-5.0.0-rc1,SHS-1,0,1,1,1,1,None,0,3,1,9599,VDS,0.3333333333
LSI,shardingsphere-5.0.0-rc1,SHS-8,1,1,1,1,1,None,0,1,1,9599,VDS,1
LSI,shardingsphere-5.0.0-rc1,SHS-13,0,0,1,1,1,None,0,10,1,9599,VDS,0.1
LSI,shardingsphere-5.0.0-rc1,SHS-14,1,1,1,1,1,None,0,1,1,9599,VDS,1
Lucene,guava-28.0,GUA-1,0,0,0,0,0,None,0,120,1,7795,CDS,0.008333333333
Lucene,guava-28.0,GUA-2,1,1,1,1,1,None,0,1,1,3881,CDS,1
Lucene,guava-28.0,GUA-3,0,0,0,0,0,None,0,79,1,7756,CDS,0.01265822785
Lucene,guava-28.0,GUA-4,0,1,1,1,1,None,0,2,1,10505,CDS,0.5
Lucene,guava-28.0,GUA-5,0,1,1,1,1,None,0,2,1,10027,CDS,0.5
Lucene,guava-28.0,GUA-6,1,1,1,1,1,None,0,1,1,8888,CDS,1
Lucene,guava-28.0,GUA-7,0,1,1,1,1,None,0,4,1,6717,CDS,0.25
Lucene,guava-28.0,GUA-8,1,1,1,1,1,None,0,1,1,5785,CDS,1
Lucene,jpos-2.1.4,JPO-2,0,0,0,1,1,None,0,12,1,2986,VDS,0.08333333333
Lucene,jpos-2.1.4,JPO-3,1,1,1,1,1,None,0,1,1,4257,VDS,1
Lucene,jpos-2.1.4,JPO-4,0,1,1,1,1,None,0,3,1,4088,VDS,0.3333333333
Lucene,jpos-2.1.4,JPO-5,0,0,0,0,0,N/A,N/A,,0,2878,VDS,0
Lucene,jpos-2.1.4,JPO-8,1,1,1,1,1,None,0,1,1,3610,VDS,1
Lucene,jpos-2.1.4,JPO-18,1,1,1,1,1,None,0,1,1,2350,VDS,1
Lucene,jpos-2.1.4,JPO-6,0,1,1,1,1,None,0,3,1,1856,VDS,0.3333333333
Lucene,jpos-2.1.4,JPO-14,1,1,1,1,1,None,0,1,1,1691,VDS,1
Lucene,jpos-2.1.4,JPO-17,0,0,0,0,1,None,0,17,1,944,VDS,0.05882352941
Lucene,jpos-2.1.4,JPO-1,0,0,0,0,0,None,0,157,1,1540,VDS,0.006369426752
Lucene,jpos-2.1.4,JPO-9,1,1,1,1,1,None,0,1,1,1417,VDS,1
